"","fips","year","county","Arsenic","DEHP","Nitrates","Uranium","% Fair/Poor","Physically Unhealthy Days","Mentally Unhealthy Days","% LBW","% Children in Poverty"
"233",6067,2015,"Sacramento",1.47206855114977,1.5,0.483449743285261,0.584307185362327,13.9,3.5,3.7,6.841219118,25.9
"234",6067,2016,"Sacramento",1.42232979124447,1.5,0.689688866743772,3.16180317265942,15.9,3.9,3.8,6.778178867,23.8
"235",6069,2010,"San Benito",1.58817232512987,1.5,1.34178309363076,1.61781925778441,16,2,3.2,5,12
"236",6069,2011,"San Benito",1.29754016840896,1.5,1.13370457902511,7.46221556886228,15.7,2.7,2.2,5.37,14.2
"237",6069,2012,"San Benito",2.95351137487636,1.5,1.85414881127091,1.14769910755826,17.6,3.1,2.6,5.7,17.4
"238",6069,2013,"San Benito",2.54779487179487,NA,0.258911295743594,17.59,13,2.1,6,6,17.6
"239",6069,2014,"San Benito",2.35130830489192,NA,1.04835708298407,3.57890173410405,18.1,3.6,2.6,6.2,18.1
"240",6069,2015,"San Benito",2.4148502994012,1.5,1.53935456831517,6.46747048903879,18.1,3.6,2.6,6.068268015,18.6
"241",6069,2016,"San Benito",2.82724786324786,1.5,0.296119615346875,6.48429090909091,17.6,3.9,3.6,6.359770752,19.8
"242",6071,2010,"San Bernardino",2.11933426231797,1.5,3.22114370537176,3.3560336346018,19,4,3.9,7,17
"243",6071,2011,"San Bernardino",1.83842737044106,1.5,3.00430025266827,3.19535554904409,19.5,4.1,4.1,6.97,20.6
"244",6071,2012,"San Bernardino",2.22999312580865,1.5,3.14212593033952,2.56758033927518,19.6,4.2,4,7,24.7
"245",6071,2013,"San Bernardino",2.18638587819566,1.5,3.79546159964971,4.45239698300482,18.7,4,7.1,7.1,26.2
"246",6071,2014,"San Bernardino",1.97186504924231,1.5,3.6625614577607,3.64139469006302,19.4,4.2,4.1,7.1,28.2
"247",6071,2015,"San Bernardino",2.62724714905674,1.5,3.72578882838352,6.166683608681,19.4,4.2,4.1,7.103734149,26.7
"248",6071,2016,"San Bernardino",2.51645802828528,1.5,2.85347580904352,3.74031426909415,20.6,4.3,3.8,7.175817353,28.2
"249",6073,2010,"San Diego",1.34710258839038,1.49983358489537,0.302853927732423,2.72804785104871,15,3.3,3.4,6,15
"250",6073,2011,"San Diego",1.48958333669396,1.5,0.309840560556283,2.21282743244295,15.1,3.3,3.4,6.41,16.6
"251",6073,2012,"San Diego",1.03667982202002,1.5,0.290263095671987,2.09862930446337,15.5,3.4,3.4,6.5,19.1
"252",6073,2013,"San Diego",1.07121406625722,1.5,0.287325750776582,5.66875294149045,14.5,3.2,6.6,6.6,19.2
"253",6073,2014,"San Diego",1.18676388891261,1.5,0.249716744813116,5.23778848872287,16,3.5,3.7,6.6,19.9
"254",6073,2015,"San Diego",1.09138032550874,1.5,0.341650690932704,4.15552132298596,16,3.5,3.7,6.580560214,19.4
"255",6073,2016,"San Diego",1.22120295597968,1.5,0.436187388264125,5.17638520837292,14.3,3.4,3.6,6.568164258,18.9
"256",6075,2010,"San Francisco",1,NA,0.23,NA,13,3,3.2,7,13
"257",6075,2011,"San Francisco",1,3.29241523180187,0.23,0.977689304040788,14.9,3.1,3.4,7.07,13.6
"258",6075,2012,"San Francisco",1,NA,0.23,NA,16.4,3.1,3.3,7.1,14.7
"259",6075,2013,"San Francisco",1,NA,0.23,2.01,14.8,2.9,7,7,16
"260",6075,2014,"San Francisco",0.84,NA,0.23,0.75,16.4,3.1,3.1,7.1,16.3
"261",6075,2015,"San Francisco",1,NA,0.200007159545703,NA,16.4,3.1,3.1,7.097715899,14.4
"262",6075,2016,"San Francisco",1,NA,0.2,NA,11.2,3.2,3.1,7.089182362,13.6
"263",6077,2010,"San Joaquin",1.88896168329866,1.5,0.400312411586583,4.12408722712336,19,3.8,3.9,7,19
"264",6077,2011,"San Joaquin",1.64364752266185,1.5,0.428091055959578,2.66600573530622,19.1,3.7,4,6.73,22
"265",6077,2012,"San Joaquin",2.02558769812905,1.5,0.786209616024362,2.30395635989074,20,3.7,3.8,6.8,26
"266",6077,2013,"San Joaquin",2.33147437726847,1.5,1.86789335208481,5.36586551225171,18.6,3.3,6.9,6.9,25
"267",6077,2014,"San Joaquin",1.49504243635375,1.5,1.86114879346844,0.906223143611007,22,3.8,4,6.9,24.5
"268",6077,2015,"San Joaquin",1.74939912823799,1.5,1.84118293114191,0.831756043878022,22,3.8,4,6.971075084,26.4
"269",6077,2016,"San Joaquin",2.04553436991332,1.5,1.73524706003286,4.62714868888953,18.5,4,3.8,7.003713071,27.5
"270",6079,2010,"San Luis Obispo",1.77440708866932,1.5,1.18936719022978,2.21725929325379,12,2.6,4.4,6,12
"271",6079,2011,"San Luis Obispo",1.55109314826701,1.5,1.04083488222909,3.24567640356329,11.9,3.1,4,5.99,12.8
"272",6079,2012,"San Luis Obispo",2.17334982492838,1.5,1.09393648687933,5.65056335870847,11.2,3,3.7,6.2,15.1
"273",6079,2013,"San Luis Obispo",1.48180040776716,NA,1.57805696740248,3.50811964802457,9.5,2.7,6,6,17.5
"274",6079,2014,"San Luis Obispo",1.9352224603963,1.5,2.08270038652678,2.96441258729547,11.6,3.1,3.5,6,16.7
"275",6079,2015,"San Luis Obispo",1.46021279558569,NA,1.88882602693549,7.6167032967033,11.6,3.1,3.5,5.74919342,16.1
"276",6079,2016,"San Luis Obispo",2.12563563579787,1.5,1.93636472795497,0.202970297029703,13.1,3.5,3.6,5.872982158,15.6
"277",6081,2010,"San Mateo",1.00034333077887,1.5,0.444723649654056,1.90846153846154,12,3.1,2.7,6,7
"278",6081,2011,"San Mateo",1.0021279487535,3.63981971527877,0.512334711876298,0.738912917559935,13.3,3,2.8,6.55,8
"279",6081,2012,"San Mateo",1.0080063766563,1.5,0.501705145281437,1.23946165356085,14.1,3.2,2.8,6.6,8.5
"280",6081,2013,"San Mateo",1.32156451253803,1.5,2.17795292237922,0.50360824742268,10.8,2.8,6.7,6.7,10
"281",6081,2014,"San Mateo",1.90486068907484,1.5,2.66270386560655,0.801289507208865,12,3,3.2,6.7,11.1
"282",6081,2015,"San Mateo",1.7311171020195,1.49526172394277,2.46765299977815,0.662087916343919,12,3,3.2,6.704146382,10
"283",6081,2016,"San Mateo",1.3116606724127,1.5,1.44115881614497,0.86949322061713,11.6,3,3,6.698893971,9.8
"284",6083,2010,"Santa Barbara",1.12090581063226,1.5,0.715005730302947,2.07322314721609,19,3.8,3.5,6,15
"285",6083,2011,"Santa Barbara",1.1933332949452,1.5,0.456793737168371,1.91496174605297,19.9,3.7,2.9,6.4,15.7
"286",6083,2012,"Santa Barbara",1.1105022741995,1.5,0.788333182560623,5.0668822005203,21.8,3.6,2.8,6.4,21.7
"287",6083,2013,"Santa Barbara",1.19421245748261,NA,0.78141051613349,2.70354795928858,18,3,6.2,6.2,21.1
"288",6083,2014,"Santa Barbara",1.33270845899178,1.5,1.07006993316514,1.99600229862546,21,3.7,3.3,6.1,21.2
"289",6083,2015,"Santa Barbara",1.53395032168869,1.5,1.140112573523,2.85221528265479,21,3.7,3.3,6.038607098,20.9
"290",6083,2016,"Santa Barbara",1.63748837576544,1.5,1.12539278823264,1.66687645148042,16.8,3.9,3.6,6.022156538,22.6
"291",6085,2010,"Santa Clara",0.999798997708876,1.5,1.96984567899577,3.96696206932296,14,3,2.8,6,10
"292",6085,2011,"Santa Clara",1.01009427708827,1.84622468980266,1.98591711281795,1.59457821304877,14.9,3.1,2.7,6.47,9.4
"293",6085,2012,"Santa Clara",0.999829202133582,1.5,1.85956076494572,3.22245990081631,14.9,3.1,2.7,6.5,13.3
"294",6085,2013,"Santa Clara",0.999899295065458,1.5,2.30393885580189,2.74680127720607,12.7,2.7,6.7,6.7,12.6
"295",6085,2014,"Santa Clara",1.04086005972874,1.5,2.13728153061275,2.05071954730835,13.5,2.9,2.7,6.8,12.6
"296",6085,2015,"Santa Clara",0.999871215863383,1.5,1.7377501577533,1.36661724586136,13.5,2.9,2.7,6.792575635,12.9
"297",6085,2016,"Santa Clara",1.53129677479269,1.5,1.93801490480292,3.63999056259376,11.4,3,2.9,6.850240827,9.3
"298",6087,2010,"Santa Cruz",1.14164642866966,1.5,0.329226474085165,1.27556195259386,16,3,3.6,5,14
"299",6087,2011,"Santa Cruz",1.18694017626813,1.5,0.308120110807185,1.40544233929734,16.1,2.9,3.8,5.46,16.9
"300",6087,2012,"Santa Cruz",1.1284226384704,1.5,0.315270574823519,2.75504918032787,16.8,3.1,3.7,5.7,19
"301",6087,2013,"Santa Cruz",1.24804454965528,1.5,0.183311252737518,0.150650580329872,14.2,2.8,5.8,5.8,18.5
"302",6087,2014,"Santa Cruz",2.07567931271708,1.5,0.41170147843788,0.757011266747868,16.8,3.4,3.7,5.8,17.9
"303",6087,2015,"Santa Cruz",1.71349118871781,1.5,0.87652807646356,0.668399073844373,16.8,3.4,3.7,5.781256647,18.9
"304",6087,2016,"Santa Cruz",1.48167069081533,1.5,0.587077871797586,1.8118375124475,14.3,3.7,3.7,5.816250384,19.1
"305",6089,2010,"Shasta",1.00503060899623,NA,0.986986641166489,0.5,12,3.5,3.8,6,21
"306",6089,2011,"Shasta",1.72299767483456,1.5,1.01166878943159,0.871967654986523,12.3,3.8,3.7,6.16,23.9
"307",6089,2012,"Shasta",1.04721636701798,NA,0.82000777842598,2.02203260869565,12.4,3.8,3.9,6.2,25.4
"308",6089,2013,"Shasta",1.00682254403977,NA,1.08770151967275,2.24,11.5,3.2,6.2,6.2,25.3
"309",6089,2014,"Shasta",1.05757591118771,NA,0.387653815111442,2.2493951849677,15.8,4.1,4.1,6.2,25.9
"310",6089,2015,"Shasta",1.88987905792489,NA,1.05583334189254,2.24,15.8,4.1,4.1,5.984736913,28.3
"311",6089,2016,"Shasta",1.22745131101931,NA,1.00094524613976,2.25384451544196,14.5,3.9,4,6.137111395,20.3
"312",6091,2010,"Sierra",3.81261363636364,NA,0.399936363636364,0.995504424778761,NA,NA,NA,NA,18
"313",6091,2011,"Sierra",12.08,NA,0.170594059405941,0.435643153526971,NA,NA,NA,NA,19.1
"314",6091,2012,"Sierra",14.5,NA,0.150891089108911,NA,NA,NA,NA,NA,18.9
"315",6091,2013,"Sierra",5.30327868852459,NA,0.176885245901639,0.75,NA,NA,NA,NA,19.8
"316",6091,2014,"Sierra",15.5,NA,0.395733015494636,NA,NA,NA,NA,NA,19.5
"317",6091,2015,"Sierra",18.5,NA,0.23,NA,NA,NA,NA,6.962025317,20.4
"318",6091,2016,"Sierra",4.94662162162162,NA,0.2,NA,13.1,3.7,3.8,6.451612903,19
"319",6093,2010,"Siskiyou",1.07152662229617,NA,0.255272188833725,0.5,NA,4.2,5.1,7,25
"320",6093,2011,"Siskiyou",2.10123482924076,NA,0.30744610862262,0.5,NA,3.5,5,7.46,25.4
"321",6093,2012,"Siskiyou",1.23485365853659,NA,0.392312319350051,0.658181818181818,19.4,4.3,4.5,7.4,30.7
"322",6093,2013,"Siskiyou",1.07985294117647,NA,0.268201079352389,2.24,14.4,2.9,7.4,7.4,31.6
"323",6093,2014,"Siskiyou",3.01378968253968,NA,0.317417605340008,2.24,19.5,4.6,4.9,7,32.2
"324",6093,2015,"Siskiyou",1.1424537037037,NA,0.567807681117253,2.24,19.5,4.6,4.9,7.213409159,28
"325",6093,2016,"Siskiyou",1.05087767969735,NA,0.304856492478226,2.24,16.5,4.2,4.1,7.459981879,30.3
"326",6095,2010,"Solano",1.1477531094315,1.5,0.645262305265594,0.5,14,3.7,3.4,7,13
"327",6095,2011,"Solano",1.23260102566601,1.5,0.673312,1.52977851605759,14.5,3.7,3.4,7.02,12
"328",6095,2012,"Solano",1.28740311918331,NA,0.56938541704802,1.48,16.3,4,3.5,7.1,17.9
"329",6095,2013,"Solano",1.18742582402223,1.5,0.405142744666193,3.33786235005326,13.2,3.1,7.1,7.1,18.4
"330",6095,2014,"Solano",1.20715050302453,1.5,0.319918494597341,0.75,17.4,4,3.3,7,18.7
"331",6095,2015,"Solano",1.18213962140462,1.5,0.358526672003493,0.740063623553525,17.4,4,3.3,6.958586125,17.8
"332",6095,2016,"Solano",1.97157760060685,1.5,0.314534724078597,0.775826138313131,15.5,3.5,3.6,6.922294766,16.5
"333",6097,2010,"Sonoma",1.91180345618815,1.5,0.787774894812727,2.18702927597717,15,4.1,4.2,5,11
"334",6097,2011,"Sonoma",2.07366867442004,1.5,0.641822232796959,0.959563392997474,15.1,4.2,4.4,5.48,12.8
"335",6097,2012,"Sonoma",1.9082586155107,1.5,0.607561610007086,1.75498866213152,13.9,3.8,3.9,5.5,14.8
"336",6097,2013,"Sonoma",3.616354579807,1.5,0.811861971951064,0.932509478245171,11.7,3.2,5.8,5.8,15.9
"337",6097,2014,"Sonoma",4.20985891318527,1.5,0.843981363655022,0.731428571428571,14.4,3.9,3.4,5.8,15.2
"338",6097,2015,"Sonoma",4.02112979321421,1.5,0.517442298755615,0.82840021691974,14.4,3.9,3.4,5.677655678,16
"339",6097,2016,"Sonoma",2.59507546147043,1.5,0.974199827888068,1.59501539082606,13.3,3.4,3.6,5.708775823,13.6
"340",6099,2010,"Stanislaus",3.20282868664309,1.5,4.59262106313855,8.48776293546356,23,4.7,3.6,6,18
"341",6099,2011,"Stanislaus",3.28657681305738,1.5,3.95852104386186,6.17113646178206,22.8,4.2,3.5,6.47,19.6
"342",6099,2012,"Stanislaus",3.58307834752628,1.5,4.32818739375514,8.54993464013802,22.8,4,3.5,6.4,28.2
"343",6099,2013,"Stanislaus",3.32214176947193,1.5,4.77794142857513,7.61331024749833,20.3,3.7,6.4,6.4,31.6
"344",6099,2014,"Stanislaus",4.41938236335803,1.5,4.9350027308896,12.3003598039822,22.3,4.4,3.9,6.3,27.3
"345",6099,2015,"Stanislaus",3.04943576267011,NA,5.32475751791583,12.5491038090455,22.3,4.4,3.9,6.329180374,30.5
"346",6099,2016,"Stanislaus",3.19573328138451,NA,4.90344604573128,8.17976990371233,20.2,4.3,4.1,6.304118834,23.8
"347",6101,2010,"Sutter",6.08359196133299,1.5,0.686480645709875,NA,NA,4.8,2.6,6,18
"348",6101,2011,"Sutter",7.34981100611451,NA,0.862208852712569,1.75,27.3,3.9,2.9,5.68,21.5
"349",6101,2012,"Sutter",6.37233510159143,NA,0.701040780585439,NA,24.6,3.8,2.5,5.7,23.5
"350",6101,2013,"Sutter",1.97098245332477,NA,0.595254224211095,NA,15.7,2.9,5.8,5.8,24.5
"351",6101,2014,"Sutter",2.04995499573235,NA,0.559797597921971,NA,19,4.3,3.3,5.7,24.1
"352",6101,2015,"Sutter",2.08802314766973,NA,0.496430453652992,7.24,19,4.3,3.3,5.756628692,25.4
"353",6101,2016,"Sutter",1.5351067244423,NA,0.672309235398503,3.20443700853271,16.7,3.9,3.8,5.806585645,20.8
"354",6103,2010,"Tehama",4.54807055630936,NA,1.53493596124494,1.08552129221733,25,6.3,3.7,6,27
"355",6103,2011,"Tehama",2.38862540322581,NA,1.56881332257263,1.93653131452168,26.7,6.1,4.7,5.57,25.5
"356",6103,2012,"Tehama",3.8904553598089,NA,1.66817674591612,NA,27.5,6.2,5.2,5.7,31.1
"357",6103,2013,"Tehama",2.81420357751278,NA,1.093153924207,2.2925,18.6,4.1,5.5,5.5,27.6
"358",6103,2014,"Tehama",2.13231098430813,NA,1.29456820971419,0.635121951219512,24.3,5.2,5,5.5,32
"359",6103,2015,"Tehama",2.76218325791855,NA,1.22264784880598,1.32146198830409,24.3,5.2,5,5.526992288,28.7
"360",6103,2016,"Tehama",2.01886744590898,NA,1.26872911506417,0.921482296137339,17.3,4.2,4,5.706319703,26.7
"361",6105,2010,"Trinity",1,NA,0.23,0.5,NA,NA,NA,6,27
"362",6105,2011,"Trinity",1,NA,0.23,NA,NA,4.7,9.6,5.81,31.6
"363",6105,2012,"Trinity",NA,NA,0.23,NA,NA,5.7,9.2,5.8,31.3
"364",6105,2013,"Trinity",1,NA,0.23,NA,NA,2.5,5,5,33.3
"365",6105,2014,"Trinity",NA,NA,0.23,NA,16.7,4.6,9.2,4.8,34.1
"366",6105,2015,"Trinity",1.5,NA,NA,NA,16.7,4.6,9.2,4.670658683,34.6
"367",6105,2016,"Trinity",2.39405204460967,NA,0.2,2.24,15.2,4.1,4.1,5.658056581,31.7
"368",6107,2010,"Tulare",1.717125270794,1.5,3.42194393216892,4.53290660867464,24,4.7,4.5,6,32
"369",6107,2011,"Tulare",1.60170669641301,1.56297621757504,3.30275701230335,3.03496942858342,25.4,4.7,4.8,5.94,30.7
"370",6107,2012,"Tulare",1.47517975700003,1.52322606251034,3.36812798105751,3.52374533749372,26.5,5.1,5.1,6.1,33.6
"371",6107,2013,"Tulare",1.5806992296996,1.5,3.86809669029434,3.48074965993889,22.5,4.1,6.2,6.2,33.7
"372",6107,2014,"Tulare",2.0612907742537,1.5,3.67074302620973,2.12244285442918,24.8,4.9,4.5,6.2,40.5
"373",6107,2015,"Tulare",2.41526577877998,1.5,3.97864378964901,2.09316827551673,24.8,4.9,4.5,6.166836814,39.8
"374",6107,2016,"Tulare",1.91561387761994,1.5,3.5794745126384,5.43139325077663,25.6,4.9,4.4,6.232398678,36.7
"375",6109,2010,"Tuolumne",0.972279657358388,NA,0.467608124151968,13.4452896725441,16,4.1,4,5,18
"376",6109,2011,"Tuolumne",1.21875568456701,NA,0.544350093314305,4.47318702290076,15.2,4.1,4.2,4.87,18.1
"377",6109,2012,"Tuolumne",1.18652792990142,NA,0.626258891241787,2.63678881987578,14.3,3.9,4,4.9,21.5
"378",6109,2013,"Tuolumne",1.01807483210745,NA,0.589851141834887,10.8654981152396,8.4,2.6,4.7,4.7,24.3
"379",6109,2014,"Tuolumne",1.10456683975365,NA,0.700060198655563,2.03638475186838,13.2,3.7,3.7,4.8,20.8
"380",6109,2015,"Tuolumne",1.45814467145224,1.5,0.615340909090909,1.37408714440043,13.2,3.7,3.7,4.699017199,21.6
"381",6109,2016,"Tuolumne",1.02356099817193,1.5,0.581692790564961,2.98209146681539,13.4,3.7,3.7,4.483611627,20.5
"382",6111,2010,"Ventura",2.16139848735813,1.5,1.30302477410742,6.74750671240064,14,3.6,3.9,6,12
"383",6111,2011,"Ventura",1.50338883099468,1.5,1.67607760009702,9.19379343042462,14.2,3.6,3.9,6.46,11.6
"384",6111,2012,"Ventura",2.82292633025837,1.5,1.19798738002877,6.69304717347496,14.3,3.6,3.6,6.5,15.3
"385",6111,2013,"Ventura",1,1.5,1.93523776983506,7.41894509093878,12.9,3,6.5,6.5,16.4
"386",6111,2014,"Ventura",1.20789329192202,1.5,1.50782975232711,5.88369888520952,16.3,3.7,3.6,6.4,17.7
"387",6111,2015,"Ventura",1.3356637649814,1.5,2.66883586327982,4.91402474816216,16.3,3.7,3.6,6.397854136,18
"388",6111,2016,"Ventura",1.32852590426755,1.5,2.9209897330668,6.42993921183806,14.7,3.4,3.3,6.326179711,15.8
"389",6113,2010,"Yolo",1.25135626772243,1.5,3.51681338366837,3.55809523809524,15,4.2,3.5,5,15
"390",6113,2011,"Yolo",1.26845280122794,1.47199950962364,3.40510878688486,0.87347280334728,13.4,3.8,3.1,5.37,14.7
"391",6113,2012,"Yolo",5.00218671405551,1.5,4.86449774416511,3.10018325157463,14.1,3.8,3,5.4,18.9
"392",6113,2013,"Yolo",4.05170922427514,1.5,5.43961827714179,0.5,12.1,2.8,5.3,5.3,20.5
"393",6113,2014,"Yolo",1.01791972866026,1.5,4.75961497682385,0.610122769125838,16.7,3.6,3.2,5.4,17.6
"394",6113,2015,"Yolo",1,1.5,5.91548269397464,1.84,16.7,3.6,3.2,5.367022187,17.9
"395",6113,2016,"Yolo",1.10866630114454,1.5,4.54640028243148,1.79033898305085,16.2,3.9,3.7,5.506012312,17.5
"396",6115,2010,"Yuba",4.47485320398264,NA,0.690230495941769,3.72257590597453,17,5.2,3.6,7,27
"397",6115,2011,"Yuba",2.87433771070643,1.5,0.58281560352968,NA,20.1,3.7,3.7,6.77,23.9
"398",6115,2012,"Yuba",2.30527194565837,NA,0.564215123026927,1.16577730434238,22.2,3.6,4.6,6.6,28.2
"399",6115,2013,"Yuba",2.70847519783826,NA,0.373753546817998,1.63040796527955,16.2,3,6.2,6.2,27
"400",6115,2014,"Yuba",3.28257230611723,NA,0.548402168537885,3.18595298602287,22.3,4.3,5.3,6.1,30.6
"401",6115,2015,"Yuba",2.92435669752503,NA,0.514885785192834,2.62102936448398,22.3,4.3,5.3,5.86585913,28
"402",6115,2016,"Yuba",2.72362525120301,NA,0.496438246058077,3.02353330805208,17.9,4.2,4,6.015037594,28.6
